Time(s),VisualChange
0.0,0.04784655570983887
1.0,0.07419013977050781
2.0,0.07701253890991211
3.0,0.11536198854446411
4.0,0.06509119272232056
5.0,0.09490543603897095
6.0,0.264241099357605
7.0,0.09320193529129028
8.0,0.06176912784576416
9.0,0.08324658870697021
10.0,0.2719189524650574
11.0,0.0659443736076355
12.0,0.0960465669631958
13.0,0.05580854415893555
14.0,0.07212185859680176
15.0,0.07509416341781616
16.0,0.05020231008529663
17.0,0.13507699966430664
18.0,0.09963572025299072
19.0,0.06907033920288086
20.0,0.045978426933288574
21.0,0.0591130256652832
22.0,0.35724401473999023
23.0,0.046097755432128906
24.0,0.19309961795806885
25.0,0.16321206092834473
26.0,0.004992365837097168
27.0,0.015504717826843262
28.0,0.018515050411224365
29.0,0.33334624767303467
30.0,0.2136242389678955
31.0,0.21329593658447266
32.0,0.08058613538742065
33.0,0.2570168972015381
34.0,0.09269797801971436
35.0,0.052652835845947266
36.0,0.3995964527130127
37.0,0.0713118314743042
38.0,0.07762789726257324
39.0,0.03395545482635498
40.0,0.2394617795944214
41.0,0.0010126829147338867
42.0,0.2792932987213135
43.0,0.353161096572876
44.0,0.001546025276184082
45.0,0.32335078716278076
46.0,0.01631087064743042
47.0,0.13360071182250977
48.0,0.006713688373565674
49.0,0.20471787452697754
50.0,0.012258172035217285
51.0,0.025743305683135986
52.0,0.045670926570892334
53.0,0.02302783727645874
54.0,0.028189480304718018
55.0,0.16187012195587158
56.0,0.018716812133789062
57.0,0.12613999843597412
58.0,0.10605376958847046
59.0,0.251606822013855
60.0,0.13127195835113525
61.0,0.09817862510681152
62.0,0.024227797985076904
63.0,0.02953803539276123
64.0,0.021070241928100586
65.0,0.01979219913482666
66.0,0.399899423122406
67.0,0.030054211616516113
68.0,0.03162980079650879
69.0,0.035325050354003906
70.0,0.11491680145263672
71.0,0.024782299995422363
72.0,0.026030123233795166
73.0,0.06259948015213013
74.0,0.03272521495819092
75.0,0.03166675567626953
76.0,0.01225978136062622
77.0,0.019895195960998535
78.0,0.05029398202896118
79.0,0.09930908679962158
80.0,0.18815827369689941
81.0,0.04802811145782471
82.0,0.07919657230377197
83.0,0.12099385261535645
84.0,0.3866509795188904
85.0,0.09433484077453613
86.0,0.09532582759857178
87.0,0.06513416767120361
88.0,0.017287492752075195
89.0,0.021979093551635742
90.0,0.009438574314117432
91.0,0.01700049638748169
92.0,0.16548758745193481
93.0,0.09653466939926147
94.0,0.030989766120910645
95.0,0.017568588256835938
96.0,0.1262252926826477
97.0,0.010251402854919434
98.0,0.02265608310699463
99.0,0.017785370349884033
100.0,0.005841493606567383
101.0,0.005073666572570801
102.0,0.0050258636474609375
103.0,0.09115922451019287
104.0,0.02646505832672119
105.0,0.0847008228302002
106.0,0.044545888900756836
107.0,0.02279806137084961
108.0,0.04913896322250366
109.0,0.0888901948928833
110.0,0.026402950286865234
111.0,0.08409750461578369
112.0,0.13370925188064575
113.0,0.04866993427276611
114.0,0.02746105194091797
115.0,0.18384778499603271
116.0,0.08619809150695801
117.0,0.06779181957244873
118.0,0.22121459245681763
119.0,0.02673572301864624
120.0,0.010589957237243652
121.0,0.183587908744812
122.0,0.08530980348587036
123.0,0.08745217323303223
124.0,0.05254960060119629
125.0,0.24617993831634521
126.0,0.03208649158477783
127.0,0.1346445083618164
128.0,0.028351664543151855
129.0,0.03175795078277588
130.0,0.05955386161804199
131.0,0.17681318521499634
132.0,0.022448718547821045
133.0,0.029197871685028076
134.0,0.021589994430541992
135.0,0.2107008695602417
136.0,0.02435147762298584
137.0,0.07167881727218628
138.0,0.02234870195388794
139.0,0.03735017776489258
140.0,0.025065600872039795
141.0,0.0068648457527160645
142.0,0.010177254676818848
143.0,0.0724560022354126
144.0,0.005135536193847656
145.0,0.01262742280960083
146.0,0.013388395309448242
147.0,0.28299176692962646
148.0,0.03705960512161255
149.0,0.03470802307128906
150.0,0.014920473098754883
151.0,0.030200481414794922
152.0,0.013310670852661133
153.0,0.01575857400894165
154.0,0.028810858726501465
155.0,0.02942115068435669
156.0,0.021045267581939697
157.0,0.22112226486206055
158.0,0.01693439483642578
159.0,0.015394449234008789
160.0,0.007503211498260498
161.0,0.030821681022644043
162.0,0.02105998992919922
163.0,0.021587610244750977
164.0,0.0401725172996521
165.0,0.02231431007385254
166.0,0.23840487003326416
167.0,0.011457562446594238
168.0,0.025927245616912842
169.0,0.018954753875732422
170.0,0.023855388164520264
171.0,0.020183324813842773
172.0,0.028156518936157227
173.0,0.04060471057891846
174.0,0.09661424160003662
175.0,0.0369337797164917
176.0,0.026011109352111816
177.0,0.03978395462036133
178.0,0.03091973066329956
179.0,0.018991529941558838
180.0,0.01856672763824463
181.0,0.026694953441619873
182.0,0.014679789543151855
183.0,0.01420217752456665
184.0,0.009272396564483643
185.0,0.012345314025878906
186.0,0.019670724868774414
187.0,0.22428667545318604
188.0,0.02364671230316162
189.0,0.015978693962097168
190.0,0.014370262622833252
191.0,0.017663955688476562
192.0,0.008157193660736084
193.0,0.008137524127960205
194.0,0.017287015914916992
195.0,0.048989057540893555
196.0,0.014391779899597168
197.0,0.1247025728225708
198.0,0.008928358554840088
199.0,0.12453937530517578
200.0,0.010507583618164062
201.0,0.06675338745117188
202.0,0.012194573879241943
203.0,0.013715803623199463
204.0,0.037293434143066406
205.0,0.06617313623428345
206.0,0.0315975546836853
207.0,0.01815009117126465
208.0,0.17335891723632812
209.0,0.0061446428298950195
210.0,0.1364610195159912
211.0,0.005904138088226318
212.0,0.01702028512954712
213.0,0.0173722505569458
214.0,0.013660013675689697
215.0,0.017121613025665283
216.0,0.14281445741653442
217.0,0.007695555686950684
218.0,0.008905291557312012
219.0,0.13889646530151367
220.0,0.01107931137084961
221.0,0.13780033588409424
222.0,0.02012801170349121
223.0,0.07523036003112793
224.0,0.01958000659942627
225.0,0.011270403861999512
226.0,0.010569095611572266
227.0,0.1736299991607666
228.0,0.03479045629501343
229.0,0.04506111145019531
230.0,0.08071684837341309
231.0,0.08506488800048828
232.0,0.07403135299682617
233.0,0.09532809257507324
234.0,0.08203577995300293
235.0,0.04217076301574707
236.0,0.03344321250915527
237.0,0.02859938144683838
238.0,0.03500974178314209
239.0,0.022521257400512695
240.0,0.02752077579498291
241.0,0.05598491430282593
242.0,0.07863593101501465
243.0,0.025614678859710693
244.0,0.023639917373657227
245.0,0.05385231971740723
246.0,0.10847032070159912
247.0,0.0882461667060852
248.0,0.09065675735473633
249.0,0.06910502910614014
250.0,0.09717148542404175
251.0,0.012175202369689941
252.0,0.015062570571899414
253.0,0.13766127824783325
254.0,0.1187182068824768
255.0,0.29871320724487305
256.0,0.138999342918396
257.0,0.19509947299957275
258.0,0.21622920036315918
259.0,0.18566763401031494
260.0,0.18880939483642578
261.0,0.27032631635665894
262.0,0.02757495641708374
263.0,0.041335344314575195
264.0,0.36701393127441406
265.0,0.04206031560897827
266.0,0.01950693130493164
267.0,0.017930269241333008
268.0,0.018022656440734863
269.0,0.18039262294769287
270.0,0.17454159259796143
271.0,0.3322499394416809
272.0,0.1289217472076416
273.0,0.025665760040283203
274.0,0.025531113147735596
275.0,0.030403614044189453
276.0,0.11120128631591797
277.0,0.08494043350219727
278.0,0.04280620813369751
279.0,0.027900397777557373
280.0,0.25573718547821045
281.0,0.010134339332580566
282.0,0.2174891233444214
283.0,0.0017413496971130371
284.0,0.00377500057220459
285.0,0.20597124099731445
286.0,0.03884631395339966
287.0,0.19807732105255127
288.0,0.0167771577835083
289.0,0.3397655487060547
290.0,0.004548549652099609
291.0,0.32814574241638184
292.0,0.012953639030456543
293.0,0.030698120594024658
294.0,0.01454615592956543
295.0,0.03883540630340576
296.0,0.1928325891494751
297.0,0.24026215076446533
298.0,0.02882629632949829
299.0,0.033361196517944336
300.0,0.3956148028373718
301.0,0.2812511920928955
302.0,0.22940123081207275
303.0,0.13004541397094727
304.0,0.2519646883010864
305.0,0.268207311630249
306.0,0.006858885288238525
307.0,0.07486677169799805
308.0,0.014264464378356934
309.0,0.2972651720046997
310.0,0.06893354654312134
311.0,0.20677781105041504
312.0,0.022495567798614502
313.0,0.0963481068611145
314.0,0.18591761589050293
315.0,0.03445178270339966
316.0,0.04019510746002197
317.0,0.04529249668121338
318.0,0.04455751180648804
319.0,0.01758551597595215
320.0,0.013855397701263428
321.0,0.0281946063041687
322.0,0.021654486656188965
323.0,0.36183303594589233
324.0,0.019279122352600098
325.0,0.015274584293365479
326.0,0.02454197406768799
327.0,0.014271974563598633
328.0,0.12585914134979248
329.0,0.041269779205322266
330.0,0.042817115783691406
331.0,0.03183257579803467
332.0,0.2593435049057007
333.0,0.008985638618469238
334.0,0.020838439464569092
335.0,0.1417081356048584
336.0,0.10006922483444214
337.0,0.031661272048950195
338.0,0.02418619394302368
339.0,0.0185508131980896
340.0,0.014060616493225098
341.0,0.007715106010437012
342.0,0.02800607681274414
343.0,0.015283823013305664
344.0,0.016579866409301758
345.0,0.015415191650390625
346.0,0.01670140027999878
347.0,0.030496835708618164
348.0,0.015227556228637695
349.0,0.01660001277923584
350.0,0.02817857265472412
351.0,0.15717530250549316
352.0,0.02665245532989502
353.0,0.016385257244110107
354.0,0.017063796520233154
355.0,0.024178743362426758
356.0,0.009791672229766846
357.0,0.026392698287963867
358.0,0.03573054075241089
359.0,0.1433635950088501
360.0,
